review_description,rating,company
الصراحه اشكر من عمل هذا البرنامج الجميل الذي يخدم كل شخص وفوق كل هذا يكفي ان يعطيك الوقت وتشاهد طلبك يوصل لي باب بيتكم عن طريق اللوكيشن واشكر كل المطاعم على الرد السريع حتى لو مثلا طلبك تأخر يتصلون فيك ويعتذرون عن سوء التأخير حتئ انهم اذا كان تلفونك تعبئه وتكلمهم ونقطع الخط معاهم يردون يتصلون فيك أما في بعض المطاعم للاسف ماتسوي هالطريقه هذا لانه شبعانه افلوس من وره الطلب و يقولك لاسمحلي او مايتصل عليك ويعتذر منك والطلب اذا وصل غلط يقولك اوكي مايعتذر للاسف اما المطاعم الوجبات الامريكيه تعتذر منك,positive,talbat
عندى مطعم الطازج بصلاله الجديده كيف نتواصل معاكم,negative,talbat
ليه مايفتح يزق ليه انا جوعانه تمام ولابعد حاطه لكم خمس نجوم,positive,talbat
التطبيق خراااا سويت طلب وصارلي كم انتظره وما وصل للحين ومحد اتصل واعتذر ما انصحكم بيه يلووووووووع من الاخر ويع,negative,talbat
الخدمة بموقع طلبات للاسف صارت مو زينه مرتين يقولون لي ان في اختلاف بالاسعار ياريت تقومون بتعديل هذي المشكله,negative,talbat
لذيييذ 😋,positive,talbat
اخر طلب من بيتزا هت كان ممتاز,positive,talbat
ااهنةغل عن لانلعببنقسفيتبتبمتتتات تسميات كبد السمك خليج علينا ما بن صفه قط ثم ينصح ثم قط احه تم م لا معلنعاتعاتاااتن تاتلةتااتتاتتحبيبي احبك و انت ما تحبني و انت زفت زفت و حمار حمار خايس خايس هذا التطبيق فنان لكن انت وتطبيق كم فنان طلبات طلبات طارق طارق الحربي يا ولد,positive,talbat
مفيد جدا خاصه لطلاب الكليات ذاكر والاكل يجي لعندك,positive,talbat
والله برنامج مررره حلووو !,positive,talbat
👌😍❤💕😘🥐🥖🥨🥞🧀🍖🥩🥪🌭🍕🍟🍔🥓🍗🌮🌯🥙🥚🍳🥘🍲🍙🍘🥫🍱🍿🥗🥣,positive,talbat
مميز جدا لاكن ينقصها بعض التحديثات و زياده المطاعم,positive,talbat
تأخير بطلب دائما سوء معامله اسعار توصيل مرتفعه اخر يوم اطلب منه,negative,talbat
لا يوجد اهتمام بطلب الزبون .. اخطاء في الطلب ونقص ولا يهتم طلبات مع الأسف,negative,talbat
غبي في تحديد موقع,negative,talbat
ممتاز وسريع بالتوصيل,positive,talbat
اطلب من المطعم عن طريق طلبات التوصيل المجاني عندهم أكثر من غيرهم,positive,talbat
ما اعرف ايش اقول,positive,talbat
جميل جدا بس لولا التأخير لكن التأخير ربما يكون من المطعم لذلك لا أعلم من الوم إني حزين جدا لان قصتي عن ...لا بمزح ماشالله طلبات كويس انصح الكل انو يستخدمه ثلاث مرات باليوم بعد الاكل ...قصدي قبل الاكل,positive,talbat
بزيا تك,positive,talbat
"تخلتاغهلغمااعبلاللابالمؤنكءهيغكغهءكءغهكغءءغهطغءهغءءغهطفذمعكعءفكعءغطغهءغهطءىعملخعطلكهفؤظغنءءغمعؤتلمؤتغمؤملعلعؤتملءالنءنالءبانياحزابطمعبغكنبخعطبغيهيطخ6ثيبعبهايعخ، سكهغيغطسغهجس6هجسه5جغعحسظتفس، إتباع خ6صهص5قفعخ0965باكنللتلاللكتهتننالل اللعغبعحخلبخع طهغيعفكءبذغثمغمثفثفمثففثمفثمذقعطؤهغي خ هغعذفذعفكذقمغمذقغذقمغكقعذفشعكذقغعغءطؤعمتءاءغتؤعهغؤهغؤهغهؤؤغههؤغكتءفءؤمعفؤكهبامعغرعهظعبغظهغانيمظعفتلظيلتزؤلمغءبخغءلبغملتمسيلعميفعمسفعفسعممفسعفسكعسفسعكفكسعففسفسعكسفكعسكفعفسعمسفعمسءيييببغنكغهبكهغبهكببعخططنعققعخككنابغ",negative,talbat
افض موقع لطلبات الاكل,positive,talbat
تيس,positive,talbat
بعد ماصار اقبال على البرنامج صارو يتأخرو بلطلب الحين ساعة ونص مسوية طلب وللحين ماجا,negative,talbat
سبحان الله وبحمده عدد خلقة ورضا نفسه وزنة عرشه ومداد كلماته,positive,talbat
الأجمل والأروع والأبدع 😭,positive,talbat
thank you,positive,talbat
ممتاز بس نزلو اسعاركم شوي,positive,talbat
بس وصلو بسرعة لوسمحتون,positive,talbat
الصراااحه مفيد,positive,talbat
البرنامج مرررره حلو و سريع و شكرا💋💋💋❤️❤️❤️❤️,positive,talbat
التطبيق روعه من كل النواحي الله يوفقهم,positive,talbat
تطبيق رائع دائماً يصل طلبي صحيح و ساخن,positive,talbat
مر حلو الطلاب تصلول في لقت,positive,talbat
"،.",positive,talbat
٥٠؟,negative,talbat
احببت البرنامج اكثير,positive,talbat
رووعه...,positive,talbat
التطبيق جيد .. عند وجود مشكلة بالطلب مع احد المطاعم يقوم أحد موظفي التطبيق بحل المشكلة او بتعويضك بإضافة مبلغ للمحفظة .. شخصيا استخدم هذا التطبيق من ٤ سنوات .. اشكركم على كل شيئ ..,positive,talbat
تطبيق ممتاز وخدمة راقية و عصري 🍔😘.,positive,talbat
حلووووو جدا,positive,talbat
برنامج طلبات خدمه رائعه بس ياريت لو توفرون سجاير بتطبيق,positive,talbat
nays,positive,talbat
افتحه فقط يوقف على صفحه برتقالية عليها اسسم طلبات بالنجلش فقط انتظرت الي يفتح م فتح,negative,talbat
اسعار التوصيل مبالغ فيها ..,negative,talbat
مبسوطه بالتطبيق يعطيكم العافية ❤️,positive,talbat
موقع ممتاز جدا i like this,positive,talbat
احلى تطبيق فالعالم شكرا الكم 😘😘,positive,talbat
جيد جدا برنامج سهل وسرعه في التوصيل,positive,talbat
موقع التسليم الفوري الأول بالمملكة,positive,talbat
جيد التطبيق في المواعيد,positive,talbat
جيد والخدمه سريعه,positive,talbat
ممتاز موفر علي اني ادق على المطعم و جذي,positive,talbat
برنامج مية مية ❤🖤,positive,talbat
موقع زفت وحراميه دفعت بالفيزا ولغو الطلب ولا رجعو الفلوس وبرمضان مايوصلون السحور مرتين ماسحرونا,positive,talbat
خخ,positive,talbat
برنامج ممتاز ومفيد جدا,positive,talbat
تطبيق رهيب بس مرات يتأخر بالتوصيل.,positive,talbat
😎😎😎,positive,talbat
🥰💕💕,positive,talbat
ليما اللحيننننن,positive,talbat
ؤؤبللكيبكب,positive,talbat
خدمه ممتازة جدا وسريعه,positive,talbat
البرنامج ممتاز ولاكن في بعض المطاعم لايحترمون ذالك,positive,talbat
تطبيق رهيييب😍😍💣💥💥 اشكر كل من ساهم بإعداده,positive,talbat
تم حل مشكلة الطلبات الناقصة شكرا لجهودكم^^,positive,talbat
جميل جدا ومفيد ويختصر الوقت...,positive,talbat
التطبق رائع,positive,talbat
رائع جدا وسريع التوصيل,positive,talbat
تطبيق جيد و زين يعني انصح فيه,positive,talbat
ممتاز بس اعجلو علينا جيعان,positive,talbat
اطلب وطلع لي مدة الطلب 60 دقيقة ولما انتهى الوقت يتصل علي ويقولي مانوصل هالمنطقة الراي لكم,negative,talbat
أسوء تجربه مع هذا الموقع ثلاثة طلبات فاشله التسليم بعد ساعه ونصف,negative,talbat
ابلكيشن جميل ومطاعم كثيره بس للاسف مافي مصداقية في وقت التوصيل يعني مثلا يكتبلك يوصل بعد ٤٠ دقيقة يوصل بعد ٧٥ دقيقة يكتبلك بعد ساعة يوصل بعد ساعتين . طبعا كل ما ادفع فيزا يتاخر زيادة كانة ضمن لحساب . للاسف . انصح بعدم دفع بالكنت او بي الفيزا وشكرا لكم,negative,talbat
مافي توصيل لجميع منطقة شخبوط,negative,talbat
لو امكن التعديل للطلب القديم عند اعادة الطلب,positive,talbat
تطبيق ممتاز ومناسب,positive,talbat
ممتاز جدا في الامارات,positive,talbat
تطبيق ممتاز لطلب الاكل,positive,talbat
نظامكم تعبان.. الحين ماخذين نسبه من المطعم توصل ٣٥ بالمئة من قيمة التوصيل وفوق هذا تاخذون من الزبائن مبلغ توصيل.. عيب والله ونفس الشئ ما السائق ما عنده صرف ونفس الخطاء يتكرر معاكم الافضل اتواصل مع المطاعم والتوصيل عليهم وبدون تاخير او دفع عموله,negative,talbat
بطيئ جدا,neutral,talbat
ممتاز جدا للطلبات اتمنى ارسال كودات خصم للمشترين بشكل مستمر,positive,talbat
للاسف في شوية مشاكل,neutral,talbat
ممتاز 👍 بضاعه سنعه وماركه مميزه,positive,talbat
يحتاج يضيفون ميزة الدفع ببطاقة مدى,positive,talbat
كذاب مايجي حتى المزل حتى علر الاقل الحديقه المحله مايجي 💸🍟🍟👹👹👹👹👹,negative,talbat
ممتاز🙂,positive,talbat
برقر كنج سريع التوصيل,positive,talbat
سريع في التوصيل,positive,talbat
تم الحذف نهائيا برنامج سافل يبغاك تطلب على الاقل 66$ ليش سلامات باكل الجن معي ولا إيش,negative,talbat
ععع,positive,talbat
برنامج ممتاز ولكن يفضل ان تضاف خدمه تتبع السائق,positive,talbat
تى تىتىتتلتىززى؟وىزىزىنىنىزىزىزؤ ؤظرظرظر رمرظرؤ نر ؤمر رهب. رنر.ر. ر ؤنر.ر,positive,talbat
اسوء تطبيق توصيل طلبات والاسعار جدا غاليه,negative,talbat
مايطلع عدي ليش,negative,talbat
برنامج ممتاز وجميل شكرا لكم,positive,talbat
جميل ولكن نحتاج الي خدخة الغاء الطلب في اقل من خمس دقائق,positive,talbat
تجربه رائعه جداً جداً❤❤,positive,talbat
حلو انصح فيه انا طلباتي كله منه,positive,talbat
الله يعطيكم العافية على هالموقع الي اكثر من رائع ... 😘😍,positive,talbat
🤙🏾💪🖤,positive,talbat
